classification,value,Coin,Execution Price,Size Tokens,Size USD,Side,Start Position,Direction,Closed PnL,Crossed,Fee,Timestamp,time,Win,day,month,year
Greed,56.0,@142,94269.0,0.0061,575.04,BUY,0.589185974,Buy,0.0,False,6.1e-07,1750000000000.0,03:39:00,0,30,4,2025
Greed,61.0,EIGEN,3.9777,35.78,142.32,SELL,-32994.57,Open Short,0.0,False,0.013662,1730000000000.0,11:30:00,0,30,9,2024
Neutral,49.0,HYPE,21.925,115.0,2521.38,SELL,14000.4,Close Long,-0.0115,True,0.882481,1740000000000.0,18:45:00,0,24,2,2025
Extreme Greed,87.0,FTT,2.8702,108.7,311.99,BUY,-585.3,Close Short,21.380203,True,0.104828,1730000000000.0,23:48:00,1,17,12,2024
Extreme Greed,76.0,AI16Z,0.79258,630.1,499.4,SELL,71490.8,Close Long,8.033775,False,0.047942,1740000000000.0,05:01:00,1,20,1,2025
Extreme Greed,75.0,@107,26.745,74.63,1995.98,BUY,15937.523,Buy,0.0,True,0.02238896,1730000000000.0,17:35:00,0,19,12,2024
Neutral,49.0,BERA,12.997,113.5,1475.16,BUY,-3589.9,Close Short,25.77358,True,0.495652,1740000000000.0,19:35:00,1,6,2,2025
Fear,34.0,HYPE,13.538,19.21,260.06,BUY,7913.31,Open Long,0.0,False,0.013003,1740000000000.0,14:46:00,0,12,3,2025
Neutral,46.0,HYPE,16.112,12.41,199.95,BUY,9631.77,Open Long,0.0,True,0.059984,1740000000000.0,09:34:00,0,25,3,2025
Neutral,49.0,HYPE,21.503,36.9,793.46,BUY,94209.12,Open Long,0.0,False,0.076172,1740000000000.0,13:35:00,0,24,2,2025
Fear,37.0,HYPE,17.74,28.27,501.51,BUY,-19984.75,Close Short,9.702264,True,0.144433,1750000000000.0,14:40:00,1,20,4,2025
Neutral,46.0,AIXBT,0.27183,1972.0,536.05,BUY,-1972.0,Close Short,18.51708,True,0.187617,1740000000000.0,00:40:00,1,12,2,2025
Neutral,46.0,ME,1.8063,1.0,1.81,BUY,-2661.2,Close Short,0.077,True,0.000632,1740000000000.0,03:49:00,1,9,2,2025
Greed,73.0,@107,31.9,438.87,13999.95,BUY,17027.42414,Buy,0.0,False,0.02194347,1730000000000.0,21:50:00,0,21,12,2024
Greed,60.0,BTC,43209.0,0.00026,11.23,SELL,-0.05783,Open Short,0.0,True,0.002808,1710000000000.0,04:43:00,0,31,1,2024
Extreme Fear,20.0,SOL,146.64,25.0,3666.0,SELL,75.0,Close Long,420.8625,True,1.2831,1740000000000.0,00:32:00,1,1,3,2025
Fear,26.0,HYPE,13.175,121.45,1600.1,BUY,9835.5,Open Long,0.0,True,0.480031,1740000000000.0,09:46:00,0,29,3,2025
Neutral,50.0,BTC,97340.0,0.00011,10.71,BUY,0.15958,Open Long,0.0,False,0.000535,1740000000000.0,02:03:00,0,13,2,2025
Neutral,49.0,HYPE,15.1,13.88,209.59,SELL,36730.01,Close Long,1.003524,True,0.073355,1740000000000.0,00:27:00,1,20,3,2025
Neutral,50.0,BTC,97984.0,0.00582,570.27,BUY,0.19982,Open Long,0.0,False,0.028513,1740000000000.0,01:02:00,0,15,2,2025
Neutral,49.0,HYPE,22.063,40.0,882.52,SELL,1765.01,Close Long,6.744,True,0.296526,1740000000000.0,19:04:00,1,24,2,2025
Neutral,50.0,PENGU,0.010007,48857.0,488.91,SELL,2257724.0,Close Long,2.491707,True,0.171119,1740000000000.0,02:48:00,1,13,2,2025
Greed,70.0,@107,26.2,733.94,19229.23,BUY,16197.02863,Buy,0.0,False,0.03669698,1730000000000.0,19:13:00,0,23,12,2024
Extreme Fear,24.0,HYPE,13.42,163.94,2200.07,BUY,53675.91,Open Long,0.0,False,0.0,1740000000000.0,05:54:00,0,11,3,2025
Extreme Greed,77.0,SOL,235.97,5.0,1179.85,SELL,15.03,Close Long,2.477,True,0.412947,1730000000000.0,18:29:00,1,28,11,2024
Extreme Greed,79.0,OP,2.8705,5237.0,15032.81,SELL,10470.9,Close Long,153.9678,False,1.443148,1710000000000.0,15:06:00,1,5,4,2024
Fear,25.0,BTC,92087.0,0.04963,4570.28,BUY,8.9574,Open Long,0.0,True,1.371083,1740000000000.0,04:58:00,0,25,2,2025
Greed,70.0,PURR,0.30895,150.0,46.34,SELL,-1026.0,Open Short,0.0,False,0.004448,1740000000000.0,09:53:00,0,2,1,2025
Extreme Greed,75.0,BTC,101763.0,0.152,15467.98,BUY,5.34443,Open Long,0.0,True,3.866994,1740000000000.0,15:36:00,0,23,1,2025
Neutral,46.0,ETH,2593.9,9.0582,23496.06,BUY,70.9418,Open Long,0.0,True,8.223622,1740000000000.0,06:10:00,0,12,2,2025
Extreme Fear,24.0,HYPE,13.05,10.0,130.5,BUY,193835.15,Open Long,0.0,False,0.0,1740000000000.0,06:17:00,0,11,3,2025
Fear,27.0,HYPE,12.782,39.11,499.9,SELL,-101.0,Open Short,0.0,True,0.149971,1740000000000.0,07:47:00,0,14,3,2025
Greed,72.0,HYPE,25.521,78.43,2001.61,SELL,-3140.38,Open Short,0.0,True,0.700564,1740000000000.0,08:01:00,0,4,2,2025
Greed,69.0,ETHFI,2.4065,152.8,367.71,SELL,-54.6,Open Short,0.0,True,0.128699,1720000000000.0,20:22:00,0,17,7,2024
Greed,72.0,ETH,2864.5,0.2,572.9,SELL,-1289.7644,Open Short,0.0,False,0.028645,1740000000000.0,03:48:00,0,4,2,2025
Greed,72.0,VINE,0.146,991.0,144.69,BUY,29102.0,Open Long,0.0,False,0.014468,1740000000000.0,08:06:00,0,4,2,2025
Extreme Fear,20.0,@107,16.962,6.06,102.79,SELL,241.1118897,Sell,-0.027704,True,0.030836,1740000000000.0,11:14:00,0,5,3,2025
Neutral,47.0,HYPE,15.639,61.44,960.86,BUY,19317.26,Open Long,0.0,True,0.288258,1740000000000.0,10:17:00,0,26,3,2025
Extreme Fear,18.0,ADA,0.62165,693.0,430.8,BUY,-93439.0,Close Short,-43.841952,False,0.02154,1740000000000.0,23:08:00,0,9,4,2025
Greed,60.0,@107,24.027,49.34,1185.49,SELL,1261.859178,Sell,12.218372,True,0.414922,1740000000000.0,06:46:00,1,2,2,2025
Extreme Fear,18.0,PAXG,3080.0,0.787,2423.96,SELL,-65.625,Open Short,0.0,False,0.2327,1740000000000.0,17:32:00,0,9,4,2025
Greed,72.0,FARTCOIN,0.81031,1775.8,1438.95,BUY,-731672.6,Close Short,20.386184,True,0.503631,1740000000000.0,05:30:00,1,29,1,2025
Neutral,49.0,HYPE,24.03,69.36,1666.72,SELL,-4464.37,Open Short,0.0,True,0.583352,1740000000000.0,01:28:00,0,20,2,2025
Fear,33.0,ETH,2365.6,0.424,1003.01,BUY,-450.1912,Close Short,88.45912,False,0.05015,1740000000000.0,12:25:00,1,3,3,2025
Fear,32.0,HYPE,14.75,100.0,1475.0,BUY,8934.15,Open Long,0.0,True,0.442499,1740000000000.0,15:44:00,0,19,3,2025
Extreme Fear,18.0,ETH,1474.0,0.68,1002.32,SELL,-4.2686,Open Short,0.0,False,0.100232,1740000000000.0,05:03:00,0,9,4,2025
Fear,38.0,MOVE,0.30633,260.0,79.65,BUY,-80550.0,Close Short,3.3436,False,0.007645,1740000000000.0,07:50:00,1,15,4,2025
Greed,60.0,HYPE,18.85,28.54,537.98,SELL,-11219.93,Open Short,0.0,False,0.026898,1750000000000.0,06:07:00,0,29,4,2025
Fear,37.0,PAXG,3353.0,0.003,10.06,SELL,-18.622,Open Short,0.0,False,0.000481,1750000000000.0,01:51:00,0,20,4,2025
Extreme Fear,20.0,SOL,124.93,100.0,12493.0,BUY,234.03,Open Long,0.0,True,3.12325,1740000000000.0,06:03:00,0,10,3,2025
Extreme Fear,23.0,HYPE,10.171,288.98,2939.22,BUY,656.04,Open Long,0.0,True,1.028725,1740000000000.0,05:05:00,0,7,4,2025
Fear,39.0,FARTCOIN,0.87777,12.5,10.97,BUY,-129.4,Close Short,0.41125,True,0.00384,1750000000000.0,19:31:00,1,21,4,2025
Greed,73.0,BTC,98950.0,0.63563,62895.59,SELL,-2.22461,Open Short,0.0,True,18.868676,1740000000000.0,04:36:00,0,25,12,2024
Extreme Greed,81.0,HYPE,26.892,34.81,936.11,SELL,485.06,Close Long,16.092663,False,0.046805,1730000000000.0,15:26:00,1,18,12,2024
Extreme Fear,18.0,ETH,1454.9,0.53,771.1,SELL,543.1552,Close Long,18.5129,False,0.077109,1740000000000.0,17:30:00,1,9,4,2025
Extreme Greed,81.0,NEAR,7.938,317.5,2520.32,SELL,317.5,Close Long,90.043,True,0.846825,1710000000000.0,17:35:00,1,26,3,2024
Fear,34.0,HYPE,14.978,129.37,1937.7,BUY,1532.96,Open Long,0.0,True,0.581311,1740000000000.0,06:02:00,0,7,3,2025
Greed,71.0,PURR/USDC,0.19125,1008.0,192.78,BUY,95454.57936,Buy,0.0,True,0.3528,1740000000000.0,05:12:00,0,27,1,2025
Fear,25.0,ETH,2398.7,0.12,287.84,SELL,0.245,Close Long,4.488,True,0.100745,1740000000000.0,14:26:00,1,25,2,2025
Extreme Greed,75.0,PENDLE,3.6747,69.0,253.55,BUY,279.0,Open Long,0.0,True,0.088744,1740000000000.0,15:21:00,0,24,1,2025
Neutral,47.0,kPEPE,0.008602,116252.0,1000.0,SELL,-696191.0,Open Short,0.0,True,0.349999,1740000000000.0,20:19:00,0,26,3,2025
Extreme Greed,75.0,ORDI,57.416,9.66,554.64,SELL,-106.77,Open Short,0.0,True,0.194123,1720000000000.0,06:16:00,0,5,6,2024
Greed,72.0,BTC,91031.0,1.64779,149999.97,SELL,10.73229,Close Long,50.587153,True,34.499993,1750000000000.0,01:12:00,1,23,4,2025
Extreme Fear,20.0,SOL,119.83,33.23,3981.95,BUY,400.62,Open Long,0.0,True,0.995487,1740000000000.0,22:33:00,0,10,3,2025
Neutral,46.0,SOL,142.19,20.0,2843.8,SELL,2062.16,Close Long,135.646,True,0.99533,1740000000000.0,00:13:00,1,25,3,2025
Greed,65.0,@107,18.178,1.1,20.0,SELL,793.2453247,Sell,-0.989227,True,0.005998,1750000000000.0,06:32:00,0,26,4,2025
Extreme Fear,23.0,HYPE,10.93,457.45,4999.93,SELL,17325.79,Close Long,-26.211885,True,1.499978,1740000000000.0,19:57:00,0,7,4,2025
Greed,60.0,HYPE,18.872,100.04,1887.95,SELL,-120.44,Open Short,0.0,True,0.566386,1750000000000.0,17:22:00,0,29,4,2025
Extreme Greed,83.0,HYPE,24.059,38.77,932.77,SELL,218.12,Close Long,17.651981,False,0.046638,1730000000000.0,04:43:00,1,16,12,2024
Extreme Fear,18.0,ETH,1456.0,0.69,1004.64,BUY,-22.492,Close Short,3.1533,False,0.100464,1740000000000.0,18:55:00,1,9,4,2025
Fear,32.0,HYPE,12.395,27.81,344.7,BUY,148572.93,Open Long,0.0,True,0.120646,1740000000000.0,16:04:00,0,30,3,2025
Fear,39.0,BTC,85198.0,0.11855,10100.22,SELL,94.91608,Close Long,24.37388,True,2.323051,1750000000000.0,02:17:00,1,21,4,2025
Fear,32.0,HYPE,15.0,40.0,600.0,SELL,2497.9,Close Long,11.772,False,0.03,1740000000000.0,16:51:00,1,19,3,2025
Extreme Greed,83.0,BTC,92263.0,0.17167,15838.79,SELL,0.97894,Close Long,36.325372,True,4.751636,1730000000000.0,05:45:00,1,20,11,2024
Extreme Fear,18.0,ETH,1481.0,0.6,888.6,SELL,14.52,Close Long,4.2,False,0.08886,1740000000000.0,02:19:00,1,9,4,2025
Greed,74.0,HBAR,0.26693,50.0,13.35,BUY,-2011.0,Close Short,-0.15645,True,0.004671,1730000000000.0,21:02:00,0,20,12,2024
Greed,74.0,@107,14.93,17.37,259.33,SELL,96799.83,Sell,259.333927,False,0.025933,1730000000000.0,19:58:00,1,11,12,2024
Greed,70.0,FTT,3.15,142.2,447.93,BUY,-1601.4,Close Short,16.462494,False,0.043001,1730000000000.0,21:17:00,1,23,12,2024
Extreme Greed,87.0,HYPE,27.381,69.49,1902.71,BUY,2594.56,Open Long,0.0,False,0.095135,1730000000000.0,05:24:00,0,17,12,2024
Fear,25.0,HYPE,19.254,20.4,392.78,BUY,277835.49,Open Long,0.0,False,0.018853,1740000000000.0,07:44:00,0,25,2,2025
Fear,26.0,ETH,2269.0,1.3222,3000.07,BUY,-17.9557,Close Short,-123.916584,True,1.050025,1740000000000.0,21:10:00,0,2,3,2025
Extreme Fear,23.0,HYPE,10.573,141.88,1500.1,BUY,11474.28,Open Long,0.0,True,0.450029,1740000000000.0,20:06:00,0,7,4,2025
Neutral,54.0,BTC,100640.0,0.00016,16.1,BUY,0.70963,Open Long,0.0,False,0.00161,1740000000000.0,01:01:00,0,5,2,2025
Fear,34.0,HYPE,13.536,28.63,387.54,BUY,8251.71,Open Long,0.0,False,0.019376,1740000000000.0,14:46:00,0,12,3,2025
Greed,72.0,@107,18.765,7.0,131.36,BUY,5112.553665,Buy,0.0,False,0.00069997,1750000000000.0,08:38:00,0,23,4,2025
Extreme Greed,83.0,IO,4.5696,43.7,199.69,SELL,-2013.7,Open Short,0.0,True,0.067096,1730000000000.0,08:22:00,0,12,12,2024
Extreme Greed,82.0,TON,5.4297,233.0,1265.12,BUY,2838.6,Open Long,0.0,True,0.442792,1730000000000.0,12:06:00,0,21,11,2024
Neutral,49.0,HYPE,22.632,44.18,999.88,BUY,3552.57,Open Long,0.0,False,0.095988,1740000000000.0,07:03:00,0,24,2,2025
Fear,43.0,HYPE,15.655,45.92,718.88,BUY,-1643.02,Close Short,133.778736,True,0.241542,1740000000000.0,00:44:00,1,12,4,2025
Greed,71.0,DOGE,0.32399,1757.0,569.25,SELL,28583.0,Close Long,6.653759,True,0.199237,1740000000000.0,19:07:00,1,27,1,2025
Neutral,48.0,BTC,97250.0,0.00916,890.81,BUY,0.02986,Open Long,0.0,False,0.04454,1740000000000.0,20:30:00,0,14,2,2025
Extreme Greed,90.0,PURR,0.22339,63.0,14.07,BUY,-179.0,Close Short,0.571221,False,0.001407,1730000000000.0,02:37:00,1,19,11,2024
Fear,27.0,HYPE,13.856,142.25,1971.02,SELL,12227.57,Close Long,119.902525,True,0.689855,1740000000000.0,18:55:00,1,14,3,2025
Neutral,54.0,HYPE,18.193,5.5,100.06,BUY,-818.73,Close Short,1.199,True,0.030018,1750000000000.0,18:05:00,1,28,4,2025
Greed,72.0,GRIFFAIN,0.23682,1623.0,384.36,SELL,-3193.0,Open Short,0.0,True,0.134525,1740000000000.0,23:45:00,0,4,2,2025
Neutral,47.0,HYPE,18.6,768.79,14299.49,SELL,-1361.83,Open Short,0.0,False,0.714974,1750000000000.0,08:55:00,0,22,4,2025
Extreme Fear,24.0,@107,11.95,487.53,5825.98,BUY,14515.82676,Buy,0.0,False,0.04875297,1740000000000.0,12:16:00,0,8,4,2025
Fear,34.0,HYPE,11.5,75.0,862.5,BUY,12274.11,Open Long,0.0,True,0.258749,1740000000000.0,15:42:00,0,6,4,2025
Neutral,47.0,FARTCOIN,1.0482,477.0,499.99,SELL,-57642.0,Open Short,0.0,True,0.143997,1750000000000.0,21:22:00,0,22,4,2025
Neutral,49.0,HYPE,22.059,0.5,11.03,SELL,116227.43,Close Long,0.0823,False,0.001057,1740000000000.0,18:25:00,1,24,2,2025
Neutral,47.0,HYPE,14.338,341.24,4892.7,BUY,-470.09,Close Short,-108.480196,True,1.467809,1740000000000.0,20:50:00,0,26,3,2025
Fear,27.0,SOL,127.95,5.88,752.35,BUY,5303.37,Open Long,0.0,True,0.188086,1740000000000.0,22:22:00,0,9,3,2025
Fear,31.0,ALT,0.036381,27843.0,1012.96,BUY,26287.0,Open Long,0.0,True,0.354534,1740000000000.0,00:21:00,0,21,3,2025
Neutral,49.0,VINE,0.13751,249.0,34.24,BUY,8706.0,Open Long,0.0,False,0.003423,1740000000000.0,17:54:00,0,6,2,2025
Extreme Greed,76.0,@107,26.958,6.0,161.75,SELL,1390.457888,Sell,0.41478,True,0.056611,1740000000000.0,19:13:00,1,31,1,2025
Greed,60.0,BTC,94810.0,0.011,1042.91,SELL,57.19943,Close Long,2.9986,False,0.0,1750000000000.0,01:09:00,1,29,4,2025
Fear,34.0,HYPE,15.09,1.27,19.16,SELL,14891.14,Close Long,0.274955,True,0.005749,1740000000000.0,06:36:00,1,7,3,2025
Extreme Fear,24.0,@107,13.949,206.06,2874.33,SELL,6443.605295,Sell,-68.373738,True,0.862299,1740000000000.0,08:29:00,0,11,3,2025
Fear,32.0,@107,16.822,5.94,99.92,SELL,4758.246964,Sell,0.284981,True,0.034972,1750000000000.0,02:46:00,1,19,4,2025
Fear,43.0,HYPE,16.2,6.69,108.38,SELL,-3843.1,Open Short,0.0,False,0.010837,1740000000000.0,19:53:00,0,12,4,2025
Neutral,50.0,BTC,96710.0,0.519,50192.49,SELL,0.75926,Close Long,312.957,True,15.057746,1740000000000.0,00:04:00,1,13,2,2025
Extreme Greed,79.0,ETH,3497.3,0.01,34.97,SELL,1.109,Close Long,0.0858,True,0.01224,1710000000000.0,03:24:00,1,2,4,2024
Neutral,47.0,HYPE,24.638,19.95,491.53,SELL,-6063.57,Open Short,0.0,True,0.172034,1740000000000.0,10:45:00,0,11,2,2025
Greed,70.0,SOL,198.38,6.29,1247.81,SELL,-5.75,Open Short,0.0,True,0.419263,1740000000000.0,07:39:00,0,2,1,2025
Greed,72.0,HYPE,26.359,12.51,329.75,SELL,-11.32,Open Short,0.0,False,0.032975,1740000000000.0,21:00:00,0,4,2,2025
Extreme Greed,83.0,HYPE,19.83,30.14,597.68,SELL,1359.6,Close Long,2.98386,False,0.029883,1730000000000.0,07:27:00,1,14,12,2024
Fear,26.0,HYPE,13.1,95.79,1254.85,BUY,3964.91,Open Long,0.0,False,0.062742,1740000000000.0,01:14:00,0,29,3,2025
Fear,44.0,HYPE,13.625,7.33,99.87,SELL,546.89,Close Long,2.737755,True,0.029961,1740000000000.0,19:20:00,1,2,4,2025
Extreme Greed,76.0,ETH,3440.1,4.3149,14843.69,SELL,-34.1263,Open Short,0.0,True,5.19529,1710000000000.0,05:54:00,0,8,4,2024
Extreme Greed,77.0,W,0.735,144.7,106.35,SELL,-4059.9,Open Short,0.0,False,0.010635,1720000000000.0,19:49:00,0,7,6,2024
Extreme Greed,80.0,@107,24.132,3.03,73.12,BUY,72305.71442,Buy,0.0,True,0.00106045,1730000000000.0,10:20:00,0,15,12,2024
Extreme Greed,78.0,@107,13.97,1.48,20.68,SELL,32530.26367,Sell,0.787791,False,0.0,1730000000000.0,15:38:00,1,10,12,2024
Neutral,53.0,@107,19.3,7.39,142.63,BUY,1827.426819,Buy,0.0,False,0.00036948,1750000000000.0,09:13:00,0,1,5,2025
Greed,55.0,EIGEN,1.99,11050.0,21989.5,SELL,-1044.85,Open Short,0.0,False,2.19895,1740000000000.0,22:29:00,0,21,2,2025
Fear,32.0,HYPE,17.921,16.25,291.22,SELL,-17999.5,Open Short,0.0,True,0.087364,1750000000000.0,11:22:00,0,19,4,2025
Extreme Fear,23.0,@107,10.525,25.0,263.12,SELL,225.1178405,Sell,3.16209,True,0.092093,1740000000000.0,20:08:00,1,7,4,2025
Greed,72.0,ETH,2841.6,14.0619,39958.3,BUY,-1044.2529,Close Short,-1035.518316,True,11.987488,1740000000000.0,06:26:00,0,4,2,2025
Greed,70.0,BTC,96479.0,0.21117,20373.47,BUY,0.764,Open Long,0.0,True,6.112041,1740000000000.0,05:34:00,0,15,1,2025
Fear,25.0,HYPE,16.947,1.24,21.01,SELL,1090.5,Close Long,0.284952,True,0.007354,1740000000000.0,00:16:00,1,6,3,2025
Greed,63.0,GMX,14.993,11.26,168.82,BUY,987.81,Open Long,0.0,True,0.056723,1750000000000.0,23:01:00,0,24,4,2025
Fear,34.0,HYPE,11.49,1.05,12.06,BUY,5210.04,Open Long,0.0,True,0.003619,1740000000000.0,15:42:00,0,6,4,2025
Greed,72.0,FARTCOIN,1.1762,506.6,595.86,SELL,-11168.7,Open Short,0.0,True,0.208552,1750000000000.0,10:44:00,0,23,4,2025
Greed,56.0,@142,94280.0,0.0006,56.57,BUY,0.889205975,Buy,0.0,False,5.99e-08,1750000000000.0,05:29:00,0,30,4,2025
Fear,38.0,TRUMP,7.88,433.6,3416.77,BUY,-18868.7,Close Short,68.16192,False,0.328008,1740000000000.0,04:52:00,1,15,4,2025
Extreme Greed,79.0,PURR/USDC,0.33005,232.0,76.57,BUY,23293.84862,Buy,0.0,True,0.08119,1740000000000.0,14:24:00,0,26,12,2024
Fear,30.0,@107,16.25,10.87,176.64,BUY,623.8674032,Buy,0.0,False,0.00104344,1740000000000.0,19:55:00,0,17,4,2025
Fear,25.0,HYPE,19.367,1.0,19.37,BUY,238139.95,Open Long,0.0,False,0.000929,1740000000000.0,07:24:00,0,25,2,2025
